,0
0,0.5555099333616696
1,0.5616241733631269
2,0.5744184440308662
3,0.5899267451323236
4,0.5939556641677637
5,0.6021663262593561
6,0.6033234791791238
7,0.6497090441897425
8,0.6488519852906054
9,0.6599219019159822
10,0.6597040572602977
11,0.6651814675210893
12,0.6858349942685479
13,0.7445014265868954
14,0.749354204136251
15,0.7573914194689787
16,0.7568496135037227
17,0.7563948335032943
18,0.7567020050833217
19,0.7617059639208409
20,0.7637284437515227
21,0.764673929163971
22,0.7671363249198938
23,0.7675272354027078
24,0.7676489072118307
25,0.7674108609950478
26,0.7672798307072746
27,0.7709405808942893
28,0.7714099501466003
29,0.770922307855767
30,0.7709436422341188
31,0.7706136259874481
32,0.7719382794113531
33,0.7744894356751444
34,0.7751089626614445
35,0.7751560964709202
36,0.7742061961348019
37,0.7745270467641042
38,0.7740495727491868
39,0.7774591339153807
40,0.7805505437784528
41,0.7814558411577075
42,0.7807445833690818
43,0.7809436777474643
44,0.781690937416534
45,0.7853856027738099
46,0.7953295555187913
47,0.7952009631901982
48,0.7982080611618234
49,0.7977403797880727
50,0.7981304422235003
51,0.7984169989127612
52,0.8181460793956908
53,0.8489689628365824
54,0.8505320990391247
55,0.8505835315289414
56,0.8510516757964501
57,0.8531236992413289
58,0.8528547184543219
59,0.8535260739016888
60,0.8605653005955688
61,0.8668428881173529
62,0.8665998217354838
63,0.8671407990363962
64,0.8677072845558618
65,0.8676567496029716
66,0.8690998872121106
67,0.8697727420673684
68,0.8767035276920092
69,0.8787658886446179
70,0.8796388374861346
71,0.8796572759554013
72,0.881193612522542
73,0.881193612522542
74,0.8822994139061269
75,0.8822994139061269
76,0.8830771760153778
77,0.8830771760153778
78,0.8832620494903292
79,0.8832620494903292
80,0.8839162410604825
81,0.8839162410604825
