,0
0,0.019583910229222432
1,0.025848290515979366
2,0.016908863551935067
3,0.017794350361742078
4,0.016181903610557245
5,0.012927207340453882
6,0.018144936441668338
7,0.013081454798089214
8,0.009334756327659337
9,0.011019096330162906
10,0.011190464776830129
11,0.010980198073869327
12,0.011967831470927146
13,0.02013067366758432
14,0.018528382431660915
15,0.01657582407266955
16,0.01747258298216652
17,0.01645973396455558
18,0.016154979815897533
19,0.013562222277568573
20,0.014237766505981402
21,0.016857605432834235
22,0.01678232781677101
23,0.017074538194549075
24,0.017001029642031575
25,0.01638528460045501
26,0.01636634013164781
27,0.01782036640757015
28,0.01798888582883129
29,0.017121736561594842
30,0.017373216344010012
31,0.017951027365981916
32,0.01732850711723499
33,0.017439334733582983
34,0.017214145424361012
35,0.017583768311325465
36,0.016047861331058483
37,0.01684164619421142
38,0.016244096628560644
39,0.017873322429187436
40,0.01761949181733593
41,0.017845935245946517
42,0.01726009074289859
43,0.01626389819504083
44,0.01580465683774454
45,0.016010949465340388
46,0.019667913782437034
47,0.018435446980522824
48,0.019940159372861407
49,0.01835716855700566
50,0.018216955347900965
51,0.018183012458637595
52,0.012712757480426922
53,0.010381176660171385
54,0.008933146634755805
55,0.00960429162881768
56,0.009566206540574156
57,0.008888924820017897
58,0.009373838823141602
59,0.009331739152636777
60,0.008599133306010372
61,0.00868896506323982
62,0.008564591581164538
63,0.008574167829711795
64,0.008837378657659137
65,0.008621773052791173
66,0.008846184466804578
67,0.008699578935977722
68,0.00993107511356851
69,0.00943879158236739
70,0.009397560312289409
71,0.008670567245513376
72,0.00978735859806033
73,0.00978735859806033
74,0.009683513885714071
75,0.009683513885714071
76,0.009066828871518611
77,0.009066828871518611
78,0.009112563276039154
79,0.009112563276039154
80,0.00848993868505434
81,0.00848993868505434
