,0
0,0.5164725460373905
1,0.5160858573540766
2,0.5193492433366396
3,0.5312498458233883
4,0.5363459334669562
5,0.5436621337910303
6,0.542542449294745
7,0.579026159725803
8,0.5820272799707596
9,0.5833639766170906
10,0.5825088688154969
11,0.5858498296301502
12,0.6048397319724683
13,0.65267526874729
14,0.6579525078702474
15,0.6636930624659059
16,0.6644794622557083
17,0.6634593115119276
18,0.6610240205958664
19,0.66840539669381
20,0.670644124162575
21,0.6688252389821157
22,0.6731362510901167
23,0.6743888027314352
24,0.674315064160695
25,0.6736072365861251
26,0.6688071038339365
27,0.6767637859956094
28,0.6780847949522022
29,0.6765454916101568
30,0.6759056279072294
31,0.6778211137501932
32,0.6763602493943844
33,0.6812052604839062
34,0.680118317589153
35,0.6827450530006055
36,0.6810230950830086
37,0.6804266679956581
38,0.6822236128343895
39,0.6859643659249685
40,0.6886937109071825
41,0.6878895025695587
42,0.6870308245094586
43,0.6853332763804063
44,0.6872780056564067
45,0.6914742764527066
46,0.7046973749953138
47,0.7004691263129352
48,0.704251125888208
49,0.7032510146609283
50,0.7018392055431342
51,0.7020657450711194
52,0.7219368349783251
53,0.7623103733417669
54,0.7658546384337421
55,0.764031231173557
56,0.7657613688257241
57,0.7636249859214953
58,0.7665610250124388
59,0.7674782130570118
60,0.7724902738889718
61,0.779601743520294
62,0.7811920823725167
63,0.7836720016552773
64,0.7817600094410959
65,0.7818321394468063
66,0.7814728552361699
67,0.7842441965639708
68,0.7897041115249719
69,0.7895352017951034
70,0.790343170219501
71,0.7935363458710019
72,0.7939120084001998
73,0.7939120084001998
74,0.7939355573069579
75,0.7939355573069579
76,0.791994633224506
77,0.791994633224506
78,0.7938224716249842
79,0.7938224716249842
80,0.7952604738890289
81,0.7952604738890289
